Timeline,ID,Title,Author,Amazon Link,Description,Release Date
Legends,tales-from-the-empire,Tales from the Empire,Various Authors,https://amzn.to/4nxV4BX,"Culled from the pages of the Star Wars Adventure Journal, one of the most popular Star Wars magazines in the field today, comes this exciting new short-story collection.  Here are stories from such award-winning and New York Times bestselling authors as Timothy Zahn, Michael A. Stackpole and Kathy Tyers as well as exciting newcomers, including Erin Endom, Laurie Burns, and Patricia A. Jackson.  From the desperate flight of a civilian mail courier carrying vital Rebel intelligence through an Imperial blockade, to a suicidal commando raid on an impregnable Imperial prison, to a Corellian smuggler mysteriously hired by an actor turned Jedi Knight turned Imperial assassin for one final transformation, these tales capture all the high adventure, imaginative genius, and nonstop action that are the hallmarks of the Star Wars saga.

What's more, the centerpiece of this magnificent collection is the short novel Side Trip, the first-ever collaboration between Timothy Zahn and Michael A. Stackpole, in which a freighter smuggling arms for the Rebels is commandeered by an Imperial Star Destroyer led by a mysterious helmeted figure who claims to be the notorious bounty hunter Jodo Kast.  It is all part of a devious plan that includes Hal and Corran Horn, who are working undercover to nail the infamous Corellian warlord Zekka Thyne. But one slip-up can get them all killed.","November 3, 1997"
Legends,dark-forces-rebel-agent,Dark Forces: Rebel Agent,William C. Dietz,https://amzn.to/3PKmGar,"Secret Rebel Agent Kyle Katarn will do anything to avenge his father's untimely death at the hands of the Empire. When Kyle is threatened by 8t88 in a Nar Shaddaa bar, he tracks down the droid and secures a mysterious disk that could put him on the path to learning why his father was killed. Kyle soon finds that the disk contains information about a map to the Valley of the Jedi, a place his father had stumbled upon and kept secret. Now it's a race between Kyle and the Empire to see who can get to the map—and the Valley—first.","March 11, 1998"
Legends,dark-forces-jedi-knight,Dark Forces: Jedi Knight,William C. Dietz,https://amzn.to/4wwZqgv,"Following Dark Forces -- Rebel Agent, the conclusion of this graphic-story-album trilogy chronicles the adventures of Kyle Katarn as he arrives on Ruusan only to discover that Jerec and his band of Dark Jedi are looting the Valley of the Jedi, hoping to seize control of the almost unbelievable power that is trapped there. In order to stop them, Kyle must find the valley and fulfill his destiny as a Jedi!","October 14, 1998"
Legends,x-wing-rogue-squadron,X-Wing: Rogue Squadron,Michael Stackpole,https://amzn.to/3Plmhv2,"They are sleek, swift, and deadly. They are the X-wing fighters. And as the struggle rages across the vastness of space, the fearless men and women who pilot them risk both their lives and their machines. Their mission: to defend the Rebel Alliance against a still-powerful and battle-hardened Imperial foe in a last-ditch effort to control the stars!

Its very name strikes fear into enemy hearts. So when Rebel hero Wedge Antilles rebuilds the legendary Rogue Squadron, he seeks out only the best—the most skilled and most daring X-wing pilots. Through arduous training and dangerous missions, he weeds out the weak from the strong, assembling a group of hard-bitten warriors willing to fight, ready to die. Antilles knows the grim truth: Even with the best X-wing jockeys in the galaxy, many will not survive their near-suicidal missions. But when Rogue Squadron is ordered to assist in the assault on the heavily fortified Imperial stronghold of Blackmoon, even the bravest must wonder if any at all will survive. . .","January 1, 1996"
Legends,x-wing-wedge-s-gamble,X-Wing: Wedge’s Gamble,Michael Stackpole,https://amzn.to/496aaIS,"Led by Wedge Antilles, the legendary pilots of Rogue Squadron prepare to risk everything in their battle against the Empire.

Sleek, swift, and deadly, they are the X-wing fighters. And as the battle against the Empire rages across the vastness of space, the pilots risk both their lives and their machines for the cause of the Rebel Alliance. Now they must embark on a dangerous espionage mission, braving betrayal and death on the Imperial homeworld to smash the power of a ruthless foe!

It is the evil heart of a battered and reeling Empire: Coruscant, the giant city-world from whose massive towers the Imperial High Command directs the war. The Rebels will invade this mighty citadel in a daring move to bring the Empire to its knees. But first Wedge Antilles and his X-wing pilots must infiltrate Coruscant to gain vital intelligence information. Capture means death, or worse—trapped in the clutches of the vicious leader known as “Iceheart,” Ysanne Isard, now Emperor in all but name.

And one of Rogue Squadron’s own is already her slave, a traitor hidden behind a mask of innocence, working to betray both colleagues and the Rebellion itself.","May 2, 1996"
Legends,x-wing-the-krytos-trap,X-Wing: The Kryptos Trap,Michael Stackpole,https://amzn.to/4deh4hB,"The brave pilots of Rogue Squadron face the impossible as the sinister Ysanne Isard wreaks havoc on a fragile Coruscant.

The Rebels have taken the Imperial headquarters world of Coruscant, but their problems are far from over.

A killer virus called Krytos is spreading among the population and fomenting a counterrevolution at the heart of the New Republic. At the same time, Rebel hero Tycho Celchu is on trial for treason, accused of murdering his comrade and fellow pilot Corran Horn.

Corran, however, is still alive, trapped in the secret, inescapable prison of Ysanne Isard, the imperial officer whose reputation for torture and cruelty have earned her the moniker Iceheart. As he fights for his freedom, the pilot discovers an extraordinary power in himself—the power of the Force!","October 2, 1996"
Legends,x-wing-the-bacta-war,X-Wing: The Bacta War,Michael Stackpole,https://amzn.to/4dq8GKL,"After her attempt to strike at the heart of Coruscant with a deadly virus, the sinister Ysanne Isard sets her sights on destabilizing the New Republic by seizing its medicinal bacta production. Under the guise of a mere power struggle between corporations on the planet Thyferra, the imperial mastermind has taken control of one of the galaxy's most precious resources. 

The heroes of Rogue Squadron are desperate to liberate the planet, and free prisoners trapped by Isard, only to find their plans foiled by the politics of the New Republic, which is set on assigning the squadron elsewhere. With timing and resources running short, Wedge Antilles, Corran Horn, and the other rogues have no choice but to resign from the New Republic. 
 
The team must now go truly rogue to chip away at Isard's power, defeat her powerful complement of Star Destroyers, and free Thyferra from her iron rule. But when she discovers the Squadron's secret base, its pilots must scramble for survival in a winner-take-all battle against Isard's overwhelming and seemingly superior force.","February 6, 1997"
Legends,x-wing-wraith-squadron,X-Wing: Wraith Squadron,Aaron Allston,https://amzn.to/3Rq0iDG,"As the battle against the Empire rages, a new crew of X-wing fighters risk life and machine on a daring undercover mission and emerge as the Rebel Alliance’s elite strike force.

It is Wedge Antilles’s boldest creation: a covert-action unit of X-wing fighters, its pilots drawn from the dregs of other units, castoffs and rejects being given one last chance. But before the new pilots can complete their training, the squadron’s base is attacked by former Imperial admiral Trigit and Wraith Squadron is forced to swing into action—taking over an Imperial warship and impersonating its crew. 

The mission: to gain vital intelligence about Trigit’s secret weapons, to sabotage the admiral’s plans, and to lure him into an Alliance trap. However, the high-stakes gamble pits Wraith Squadron’s ragtag renegades against the Empire’s most brilliant master of guile and deception.

Are they up to the challenge?

If not, the penalty is instant death.","February 2, 1998"
Legends,x-wing-solo-command,X-Wing: Solo Command,Aaron Allston,https://amzn.to/3P5Lae7,"The Rebel Alliance’s elite strike force must join together with Han Solo to take down their old foe, the warlord Zsinj.

Wraith Squadron: they are the Rebel Alliance’s ultimate strike force. Sleek, swift, and deadly, they are the first in battle, the last line of defense. Now they must find and destroy a wily enemy more powerful than the Empire itself.

Their covert mission has been a success. The enemy has been vanquished. Or so they thought. The Super Star Destroyer Iron Fist somehow escaped destruction and with it the New Republic’s greatest threat, the infamous warlord Zsinj. To defeat him, Wraith Squadron must join a combat task force led by the only man crafty enough to beat Zsinj at his own game: Han Solo.

But Zsinj knows the X-wing fighters’ indomitable courage is both their greatest strength–and their greatest weakness. For even against the most overwhelming odds, the Rebels will fight to the death. And that will leave Zsinj the galaxy’s unchallenged master!","February 2, 1999"
Legends,the-courtship-of-princess-leia,The Courtship of Princess Leia,Dave Wolverton,https://amzn.to/3RJKNGL,"Before the marriage of Princess Leia Organa and Han Solo, another suitor threatened to derail their star-crossed romance. . . .

Seeking rich, powerful allies to bring into the Rebel Alliance and a new home planet for the refugees from her native Alderaan, Princess Leia considers a proposal that could tip the balance of power against the evil Empire. The Hapes Consortium of 63 worlds is ruled by the Queen Mother, who wants Leia to marry her son, the dashing and wealthy Prince Isolder. 

Han Solo has always dreamed of marrying Leia himself, and now he makes a desperate, final gamble to win her back. Tricking Leia into accompanying him, Han flees with her to the beautiful and untamed planet Dathomir, where he hopes to win her heart. 

Fearing the imperious queen’s reaction to Han’s rash move, Luke Skywalker forms an unlikely alliance with Prince Isolder to track down the runaways. Soon Isolder, Luke, and Artoo will be at the center of an adventure leading to an awesome treasure, a group of Force-trained “witches,” and a showdown with an invincible foe.","April 1, 1994"
Legends,heir-to-the-empire,Heir to the Empire,Timothy Zahn,https://amzn.to/4wz3KMg,"In this essential Star Wars Legends novel—the first ever to take place after the events of the original trilogy—Grand Admiral Thrawn makes his debut on the galactic stage.

Five years ago, the Rebel Alliance destroyed the Death Star, defeated Darth Vader and the Emperor, and drove the remnants of the old Imperial Starfleet to a distant corner of the galaxy. Princess Leia and Han Solo are married and expecting twins. And Luke Skywalker has become the first in a long-awaited line of Jedi Knights.

But thousands of light-years away, the last of the Emperor’s warlords, Grand Admiral Thrawn, has taken command of the shattered Imperial fleet, readied it for war, and pointed it at the fragile heart of the New Republic. For this dark warrior has made a vital discovery that could destroy everything the courageous men and women of the Rebel Alliance fought so hard to build.","May 1, 1991"
Legends,dark-force-rising,Dark Force Rising,Timothy Zahn,https://amzn.to/4uluO0i,"In this essential Star Wars Legends novel, the sequel to Heir to the Empire, Grand Admiral Thrawn’s sinister plan threatens to spell doom for the fledgling New Republic and its most iconic heroes.

The dying Empire’s most cunning and ruthless warlord, Grand Admiral Thrawn, has taken command of the remnants of the Imperial Fleet and launched a massive campaign aimed at the New Republic’s destruction. Meanwhile, Han Solo and Lando Calrissian race against time to find proof of treason inside the highest Republic Council—only to discover instead a ghostly fleet of warships that could bring doom to their friends and victory to their enemies.

Yet most dangerous of all is a new Dark Jedi, risen from the ashes of a shrouded past, consumed by bitterness, and scheming to corrupt Luke Skywalker to the dark side.","May 1, 1992"
Legends,the-last-command,The Last Command,Timothy Zahn,https://amzn.to/4uedlGR,"The epic story that began with Heir to the Empire reaches its dramatic conclusion in this essential Star Wars Legends novel.

The embattled Republic reels from the attacks of Grand Admiral Thrawn, who has marshaled the remnants of the Imperial forces and driven the Rebels back with an abominable technology recovered from the Emperor's secret fortress: clone soldiers. As Thrawn mounts his final siege, Han Solo and Chewbacca struggle to form a coalition of smugglers for a last-ditch attack, while Princess Leia holds the Alliance together and prepares for the birth of her Jedi twins.

The Republic has one last hope—sending a small force into the very stronghold that houses Thrawn’s terrible cloning machines. There a final danger awaits, as the Dark Jedi C’baoth directs the battle against the Rebels and builds his strength to finish what he already started: the destruction of Luke Skywalker.","April 1, 1993"
Legends,x-wing-isard-s-revenge,X-Wing: Isard’s Revenge,Michael Stackpole,https://amzn.to/43bkqMt,"When Rogue Squadron faces their greatest test yet, their only chance of success lies in working with the sinister Ysanne Isard.

Sleek, swift and deadly, the famed X-Wing fighters have earned their reputation as the Rebel Alliance’s ultimate strike force the hard way—first in battle, the last line of defense. Now they must make a deal with the devil herself—an enemy whose ultimate goal is their total annihilation.

It’s the kind of mission only Wedge Antilles and the Rogue Squadron would dare to undertake. Against impossible odds they will stage a daring raid into an enemy stronghold—only to be rescued from certain destruction by an unexpected ally.

Ysanne Isard, the ruthless Imperial commander, has appeared on the scene seemingly from out of nowhere. Now she proposes a most unusual alliance, offering to help Wedge rescue his captured comrades from Imperial Warlord Admiral Krennel’s sadistic prison camp.

But her offer is not without a price. Wedge must lead Rogue Squadron in Isard’s deadly struggle against an enemy made in her own image. It’s an offer Wedge would love to refuse, for Isard is certain to betray them. But how can they leave their comrades at Krennel’s mercy? The answer is: they can’t—even if it means being caught between Krennel’s ruthlessness and Isard’s treachery.","April 13, 1999"
Legends,jedi-search,Jedi Search,Kevin J. Anderson,https://amzn.to/490oF0W,"As the war between the Republic and the scattered remnants of the Empire continues, two children - the Jedi twins - will come into their powers in a universe on the brink of vast changes and challenges. In this time of turmoil and discovery, an extraordinary new Star Wars saga begins….

While Luke Skywalker takes the first step toward setting up an academy to train a new order of Jedi Knights, Han Solo and Chewbacca are taken prisoner on the planet Kessel and forced to work in the fathomless depths of a spice mine. But when Han and Chewie break away, they flee desperately to a secret Imperial research laboratory surrounded by a cluster of black holes - and go from one danger to a far greater one….

On Kessel, Luke picks up the trail of his two friends, only to come face-to-face with a weapon so awesome, it can wipe out an entire solar system. It is a death ship called the Sun Crusher, invented by a reclusive genius and piloted by none other than Han himself….","March 1, 1994"
Legends,dark-apprentice,Dark Apprentice,Kevin J. Anderson,https://amzn.to/4drN5Sh,"As the New Republic takes devastating losses in the ongoing war with the scattered remnants of the Empire, the galaxy's future depends on three small children—among them the Jedi twins—born to incredible powers and perils, as an extraordinary new Star Wars saga unfolds….

While the New Republic struggles to decide what to do with the deadly Sun Crusher—a new doomsday weapon stolen from the Empire by Han Solo—the renegade Imperial Admiral Daala uses her fleet of Star Destroyers to conduct guerrilla warfare on peaceful planets. And now she threatens the watery homeworld of Admiral Ackbar.

But as the battle for a planet rages, an even greater danger emerges at Luke Skywalker's Jedi academy. A brilliant student delves dangerously into the dark side of the Force and unleashes the spirit of an ancient master of the evil order that warped Darth Vader himself. Working together, they may become an enemy greater than any the New Republic has ever fought… more powerful than even a Jedi Master can face.","July 1, 1994"
Legends,champion-s-of-the-force,Champions of the Force,Kevin J. Anderson,https://amzn.to/43hzKah,"As the New Republic continues its struggle for survival, a scattered but powerful remnant of the shattered Empire seeks to destroy three precious children - among them Han and Leia's Jedi twins - who represent the next generation of Jedi Knights, in this third and final novel of the Jedi Academy Trilogy…

Suspended helplessly between life and death, Luke Skywalker lies in state at the Jedi academy. But on the spirit plane, Luke fights desperately for survival, reaching out physically to the Jedi twins. At the same time, Leia is on a life-and-death mission of her own, a race against Imperial agents hoping to destroy a third Jedi child - Leia and Han's baby Anakin - hidden on the planet Anoth.

Meanwhile, Luke's former protégé Kyp Durron has pirated the deadly Sun Crusher on an apocalyptic mission of mass destruction, convinced he is fighting for a just cause. Hunting down the rogue warrior, Han must persuade Kyp to renounce his dark crusade and regain his lost honor. To do it, Kyp must take the Sun Crusher on a suicide mission against the awesome Death Star prototype - a battle Han knows they may be unable to win… even with Luke Skywalker at their side!","September 1, 1994"
Legends,planet-of-twilight,Planet of Twilight,Barbara Hambly,https://amzn.to/492llSR,"New York Times bestselling author Barbara Hambly returns to the Star Wars(r) universe to tell a breathtaking tale of a mysterious world where the battle between the New Republic and the Empire takes a shocking new twist....

Nam Chorios is a barren backwater world--once a dreaded prison colony, now home to a fanatic religious cult. It is here that Princess Leia has been taken captive by a ruthless and charismatic warlord bent on destroying the New Republic. Meanwhile, Luke lands on a mysterious planet in search of his lost love, Callista, only to discover the Force is his own worst enemy. But worst of all, as Han, Chewie, and Lando leave Coruscant on a desperate rescue mission, a strange life-form, unlike any the galaxy has ever seen, awakens...a life-form so malevolent it will destroy everything--both Empire and New Republic--on its path to domination.","January 1, 1997"
Legends,before-the-storm,Before the Storm,Michael P. Kube-McDowell,https://amzn.to/4wzHAJX,"It is a time of tranquillity for the New Republic.  The remnants of the Empire now lie in complete disarray, and the reemergence of the Jedi Knights has brought power and prestige to the fledgling government on Coruscant.  

Yesterday's Rebels have become today's administrators and diplomats, and the factions that fought against imperial tyranny seem united in savoring the fruits of peace. But the peace is short-lived.  

A restless Luke must journey to his mother's homeworld in a desperate and dangerous quest to find her people.  An adventurous Lando must seize a mysterious spacecraft that has weapons of enormous destructive power and an unknown mission.  And Leia, a living symbol of the New Republic's triumph, must face down a ruthless leader of the Duskhan League, an arrogant Yevetha who seems bent on a genocidal war that could shatter the fragile unity of the New Republic... and threaten its very survival.","March 1, 1996"
Legends,shield-of-lies,Shield of Lies,Michael P. Kube-McDowell,https://amzn.to/4upEEhx,"As Leia must deal with a new threat to the fragile alliance that binds the New Republic, Lando becomes a prisoner aboard a runaway spacecraft of unknown origin. The ship is following an unstoppable path to its homeworld, destroyed by Imperial forces. Luke continues his quest to learn more about his mother among the Fallanassi, where his every belief about the use of the Force is about to be challenged. And while Leia ponders a diplomatic solution to the aggression of the fierce Yevetha race, Han pilots a spy ship into the heart of Yevethan space and finds himself a hostage on one of the vast fleet of warships under the command of a ruthless leader.","August 1, 1996"
Legends,tyrant-s-test,Tyrant's Test,Michael P. Kube-McDowell,https://amzn.to/3R3MBKG,"In the wake of a shattered alliance, the New Republic fights a relentless new enemy in an all-new adventure in the bestselling Star Wars saga...

Faced with an alarming image of Han as a battered hostage of the Yevetha, Chewbacca takes on an urgent mission. Meanwhile, Leia calls upon the Senate to take a stand and eliminate the Yevetha threat--even at the cost of Han's life.  As a former Imperial governor takes his battle to the runaway Qella spaceship, Luke's continuing search for his mother brings him dangerously close to Nil Spaar's deadly forces. And as the Yevetha close in on the forces of the New Republic, Luke takes a desperate gamble with an invisible weapon...","December 1, 1996"
Legends,ambush-at-corellia,Ambush at Corellia,Roger McBride Allen,https://amzn.to/3PsJPhw,"A trade summit on Corellia brings Han Solo back  to the home world he left many years before.  Arriving on the distant planet with Leia, their children  and Chewbacca, Han finds Corellia overrun with  agents of the New Republic Intelligence and finds  himself part of a deceptive plan whose aim not even  he understands. One thing is clear: the five  inhabited worlds of the sector are on the brink of civil  war and the once peaceful coexistence of the three  leading races -- human, Selonian, and Drallan --  has come to an end.","February 2, 1995"
Legends,assault-at-selonia,Assault at Selonia,Roger McBride Allen,https://amzn.to/4wxubSx,"Imprisoned on the planet Corellia, Han Solo finds himself at the mercy of his evil cousin, Thracken Sal-Solo. Thracken plans to restore the Imperial  system and seize total power -- no matter what the cost. Han has one chance to stop him. But to do so he must turn his back on his human cousin and join forces with a female alien. Dracmus was arrested as a ringleader in a plot against the corrupt Human League. Now she and Han will attempt a daring  escape to Selonia in time to warn Leia, Luke Skywalker, and Lando of Thracken's plan. But can Han trust  the alien to keep her word?

Meanwhile, other questions threaten the New Republic -- and the lives of millions. Who is behind the deadly Starbuster plot? Why is someone attempting to take possession of Corellia's powerful planetary repulsors? And what is the secret behind the mysterious Centerpoint Station, and ancient, artificial world of unknown origin that has suddenly -- and inexplicably -- come alive?","June 1, 1995"
Legends,showdown-at-centerpoint,Showdown at Centerpoint,Roger McBride Allen,https://amzn.to/4tBHhvi,"In this third and final volume of the Corellian  trilogy, Han and Luke lead the Alliance in a mad scramble against the Selonian rebels for control of the planetary technology.

When a loyalist ship approaching Selonia is blasted out of space, Han Solo quickly realizes that rebel forces are turning planetary repulsors into weapons of immense destruction. Meanwhile, Luke Skywalker and Lando Calrissian manage to discover the terrifying secret of Centerpoint Station. It is the infamous Starbuster itself, and its next programmed nova, hard-wired in, is set to annihilate a chosen star, its inhabited worlds, and millions of innocent lives. There's only one way to stop it: blow up the station. But as a massive rebel fleet closes in on Centerpoint, Han, Luke, and their friends will discover time is running out.

Then the true leaders of the rebellion reveal their identities and issue their final ultimatum: The New Republic must withdraw all claim to power over the entire Corellian sector. With the future of Corellian freedom at stake, Han and those loyal to the Republic must somehow resist. But how can they possibly stop the deadliest weapon the galaxy has ever known?","September 1, 1995"
Legends,specter-of-the-past,Specter of the Past,Timothy Zahn,https://amzn.to/42DifBe,"Hugo Award-winning author Timothy Zahn makes his triumphant return to the Star Wars(r) universe in this first of an epic new two-volume series in which the New Republic must face its most dangerous enemy yet--a dead Imperial warlord.

The Empire stands at the brink of total collapse. But they have saved their most heinous plan for last. First a plot is hatched that could destroy the New Republic in a bloodbath of genocide and civil war. Then comes the shocking news that Grand Admiral Thrawn--the most cunning and ruthless warlord in history--has apparently returned from the dead to lead the Empire to a long-prophesied victory. Facing incredible odds, Han and Leia begin a desperate race against time to prevent the New Republic from unraveling in the face of two inexplicable threats--one from within and one from without. Meanwhile, Luke teams up with Mara Jade, using the Force to track down a mysterious pirate ship with a crew of clones. Yet, perhaps most dangerous of all, are those who lurk in the shadows, orchestrating a dark plan that will turn the New Republic and the Empire into their playthings.","November 3, 1997"
Legends,vision-of-the-future,Vision of the Future,Timothy Zahn,https://amzn.to/3RJM0xN,"Hugo Award-winning author Timothy Zahn brings his epic two-volume series The Hand of Thrawn to an explosive conclusion with a discovery that rocks the New Republic to its foundations--and threatens to resurrect the Empire.

The Empire's master plan is under way. The New Republic is on the verge of civil war and the rumor that the legendary Admiral Thrawn has returned from the dead is rallying the Imperial forces. Now Luke Skywalker, Han Solo, Princess Leia, and their allies face the challenge of their lives. They must infiltrate a hidden fortress filled with Imperial fanatics, rendezvous with a double-dealing Imperial commander, and journey into enemy territory to learn the identity of those responsible for an act of unthinkable genocide. But most important of all is the truth about Thrawn. In his hands--alive or dead--rests the fate of the New Republic.","September 1, 1998"
Legends,star-by-star,Star by Star,Troy Denning,https://amzn.to/4nwkdgd,"The New York Times bestselling Star Wars series The New Jedi Order enthralls readers with its epic drama and thrilling adventure. Now readers will pierce the very heart of darkness. . . .

It is a solemn time for the New Republic, as the merciless Yuuzhan Vong continue their campaign of destruction. The brutal enemy has unleashed a savage creature capable of finding—and killing—Jedi Knights. And now Leia Organa Solo faces a terrible ultimatum. If the location of the secret Jedi base is not revealed within one week, the Yuuzhan Vong will blast millions of refugee ships into oblivion.

As the battered but still unbroken Jedi scramble to deal with the newest onslaught, Leia’s son Anakin lays out a daring plan. He will lead a Jedi strike force into the heart of enemy territory in order to sabotage the Yuuzhan Vong’s deadliest weapons. There, with his brother and sister at his side, he will come face-to-face with his destiny—as the New Republic, still fighting the good fight, will come face-to-face with theirs. . . .","October 30, 2001"
Canon,tales-of-light-and-life,Tales of Light and Life,Various Authors,https://amzn.to/4tBUhBq,"Thrilling short stories featuring fan favorite characters from the beloved High Republic series each written by a New York Times bestselling author.

Rejoin the adventures of the Jedi and Padawans, Pathfinders and Path members, and heroes and villains in these unmissable short stories that bridge storylines, resolve mysteries, and offer tantalizing hints of what is to come.

Zoraida Córdova, Tessa Gratton, Claudia Gray, Justina Ireland, Lydia Kang, George Mann, Daniel José Older, Cavan Scott, and Charles Soule","September 5, 2023"
Canon,convergence,Convergence,Zoraida Córdova,https://amzn.to/4ubETwq,"It is an age of exploration. Jedi travel the galaxy, expanding their understanding of the Force and all the worlds and beings connected by it. Meanwhile, the Republic, led by its two chancellors, works to unite worlds in an ever-growing community among near and distant stars.

On the close-orbiting planets of Eiram and E'ronoh, the growing pains of a galaxy with limited resources but unlimited ambition are felt keenly. The two worlds' hatred for each other has fueled half a decade of escalating conflict and now threatens to consume surrounding systems. The last hope for peace emerges when heirs from the planets' royal families plan to marry.

Before lasting peace can be established, an assassination attempt targeting the couple tilts Eiram and E'ronoh back into all-out war. To save both worlds, Jedi Knight Gella Nattai volunteers to uncover the culprit, while Chancellor Kyong appoints her own son, Axel Greylark, to represent the Republic's interests in the investigation.

But Axel's deep distrust of the Jedi sparks against Gella's faith in the Force. She's never met such a puffed-up, privileged party boy, and he's never met a more self-serious, relentless do-gooder. The harder they work to untangle the shadowy web of the investigation, the more complicated the conspiracy appears to be. With accusations flying and potential enemies in every shadow, the pair will have to work together to have any hope of bringing the truth to light and saving both worlds.","November 22, 2022"
Canon,path-of-deceit,Path of Deceit,"Tessa Gratton, Justina Ireland",https://amzn.to/3RaNzom,"Set in the world of the High Republic, 150 years before the storytelling of Phase I, an era of change brings new hopes and possibilities . . . but also new dangers.

The Outer Rim planet Dalna has become the focus of a Jedi investigation into a stolen Force artifact, and Zallah Macri and her Padawan, Kevmo Zink, arrive on the pastoral world to follow up on a possible connection to a Dalnan missionary group called the Path of the Open Hand. Members of the Path believe that the Force must be free and should not be used by anyone, not even the Jedi. One such believer is Marda Ro, a young woman who dreams of leaving Dalna to spread word of the Path throughout the galaxy.

When Marda and Kevmo meet, their connection is instantaneous and electric—until Marda discovers Kevmo is a Jedi. But Kevmo is so kind and eager to learn more about the Path, that she hopes she can convince him of the rightness of her beliefs. What Marda doesn’t realize is that the leader of the Path, a charismatic woman known only as the Mother, has an agenda of her own, and it is one that can never coexist peacefully with the Jedi.

In order to follow her faith, Marda may have to choose to become her new friend’s worst enemy. . . .","October 4, 2022"
Canon,the-battle-of-jedha,The Battle of Jedha,George Mann,https://amzn.to/4dcqGtp,"After the events of The High Republic: Convergence, the Jedi travel to Jedha in this full script for the Star Wars audio original The Battle of Jedha.

Jedha. The worn streets of this ancient world serve as a confluence for the galaxy. Visited by all, yet owned by none. Here, the Jedi are but one creed among many worshipping and studying the Force. From the Guardians of the Whills to the Path of the Open Hand, countless beings come to learn, and to share, in peace.

As all of Jedha prepares for its Festival of Balance, the galaxy still reels from the violence on Eiram and E’ronoh. But after foiling a plot to escalate the war between the two planets, the Jedi believe that a lasting peace may be within reach. Master Creighton Sun and Jedi Knight Aida Forte arrive on Jedha with delegations from both planets to formally end the “Forever War.” The Jedi hope that the harmony of Jedha’s many factions, along with the signing of a peace treaty, will create a symbol to the rest of the galaxy of what can be accomplished through unity.

But not all are happy with the Jedi’s involvement or ready to concern themselves with peace. Rumors begin to swirl that the Jedi bring war in their wake. The distrust and anger that for so long fueled the Forever War now threaten to corrupt the communities of Jedha. When violence breaks out on the sacred moon, the war that was meant to end on Jedha may soon engulf the entire world.","January 3, 2023"
Canon,cataclysm,Cataclysm,Lydia Kang,https://amzn.to/43aZN2W,"After the thrilling events of The High Republic: Convergence, the Jedi race to confront the Path of the Open Hand and end the Forever War.

After five years of conflict, the planets Eiram and E'ronoh are on the cusp of real peace. But when news breaks of a disaster at the treaty signing on Jedha, violence reignites on the beleaguered worlds. Together, the royal heirs of both planets—Phan-tu Zenn and Xiri A'lbaran—working alongside the Jedi, have uncovered evidence that the conflict is being orchestrated by outside forces, and all signs point to the mysterious Path of the Open Hand, whom the Jedi also suspect of causing the disaster on Jedha.

With time—and answers—in short supply, the Jedi must divide their focus between helping quell the renewed violence on Eiram and E'ronoh and investigating the Path. Among them is Gella Nattai, who turns to the one person she believes can unravel the mystery but the last person she wants to trust: Axel Greylark. The chancellor's son, imprisoned for his crimes, has always sought to unburden himself of the weight of his family name. Will he reconcile with the Jedi and aid in their quest for justice and peace, or embrace the Path's promise of true freedom?

As all roads lead to Dalna, Gella and her allies prepare to take on a foe unlike any they've ever faced. And it will take all of their trust in the Force, and in one another, to survive.","April 4, 2023"
Canon,path-of-vengeance,Path of Vengeance,Cavan Scott,https://amzn.to/4nv2KVi,"This enthralling follow up to Path of Deceit finds cousins Marda and Yana Ro bound by blood but driven apart by faith.

Marda and Yana belong to the Path of the Open Hand, a group led by a charismatic woman called the Mother, which believes the Force must not be used by anyone. While Marda joins a perilous expedition to Planet X in search of more mysterious creatures to use against the Jedi, Yana finds herself forming an unexpected alliance with the father of her dead lover in attempt to wrest the Path from the Mother’s control. These two young women will face a crossroads, forced to choose not only their own fates, but that of the galaxy itself.","May 2, 2023"
Canon,tales-of-enlightenment,Tales of Enlightenment,George Mann,https://amzn.to/4dvt90T,"A collection of tales set centuries before the birth of Anakin Skywalker featuring Jedi Knights during the era of the glorious High Republic. In addition to six original stories, this collection also includes behind-the-scenes interviews with authors as well as a guide to Phase II of The High Republic publishing initiative.","April 2, 2024"
Canon,light-of-the-jedi,Light of the Jedi,Charles Soule,https://amzn.to/4tG5m4v,"Long before the First Order, before the Empire, before the Clone Wars...Jedi lit the way for the galaxy in the High Republic.

It is a golden age. Intrepid hyperspace scouts expand the reach of the Republic to the farthest stars, worlds flourish under the benevolent leadership of the Senate, and peace reigns, enforced by the wisdom and strength of the renowned order of Force users known as the Jedi. With the Jedi at the height of their power, the free citizens of the galaxy are confident in their ability to weather any storm. But even the brightest light can cast a shadow, and some storms defy any preparation.

When a shocking catastrophe in hyperspace tears a ship to pieces, the flurry of shrapnel emerging from the disaster threatens an entire system. No sooner does the call for help go out than the Jedi race to the scene. The scope of the emergence, however, is enough to push even Jedi to their limit. As the sky breaks open and destruction rains down upon the peaceful alliance they helped to build, the Jedi must trust in the Force to see them through a day in which a single mistake could cost billions of lives.

Even as the Jedi battle valiantly against calamity, something truly deadly grows beyond the boundary of the Republic. The hyperspace disaster is far more sinister than the Jedi could ever suspect. A threat hides in the darkness, far from the light of the age, and harbors a secret that could strike fear into even a Jedi's heart.","January 5, 2021"
